binomial,Range,AdultBodyMass_g,Red List status,TrophicLevel,Order
Sigmodon hispidus,2615707.96807048,110.65,LC,Omnivore,RODENTIA
Sigmodon inopinatus,13693.2515426304,140.5,VU,Omnivore,RODENTIA
Sigmodon leucotis,282532.309338439,131.78,LC,Omnivore,RODENTIA
Sigmodon mascotensis,252559.653707609,120,LC,Omnivore,RODENTIA
Sigmodon ochrognathus,464511.072004626,122,LC,Herbivore,RODENTIA
Sigmodon peruanus,98145.6916187925,72,LC,Herbivore,RODENTIA
Sigmodon toltecus,416824.307398725,160,LC,Omnivore,RODENTIA
Sigmodontomys alfari,383737.249014652,50,LC,Herbivore,RODENTIA
Simias concolor,6004.4802735115,7393.9,CR,Herbivore,PRIMATES
Sminthopsis archeri,46749.2351121863,16,DD,Carnivore,DASYUROMORPHIA
Sminthopsis bindi,45581.5666555339,22.21388889,NT,Carnivore,DASYUROMORPHIA
Sminthopsis butleri,7122.24886012977,25,VU,Insectivore,DASYUROMORPHIA
Sminthopsis crassicaudata,4137398.35052823,15.98,LC,Insectivore,DASYUROMORPHIA
Sminthopsis dolichura,551786.746779554,14.39,LC,Carnivore,DASYUROMORPHIA
Sminthopsis douglasi,47151.0098979676,54.99,NT,Carnivore,DASYUROMORPHIA
Sminthopsis fuliginosus,15591.7671167071,22.21388889,DD,Carnivore,DASYUROMORPHIA
Sminthopsis gilberti,76619.2801580434,19.5,LC,Carnivore,DASYUROMORPHIA
Sminthopsis granulipes,102873.958865666,25,LC,Carnivore,DASYUROMORPHIA
Sminthopsis griseoventer,144138.803719751,17.5,LC,Carnivore,DASYUROMORPHIA
Sminthopsis hirtipes,1035098.1168248,15,LC,Carnivore,DASYUROMORPHIA
Sminthopsis leucopus,96976.2979529158,23.36,LC,Carnivore,DASYUROMORPHIA
Sminthopsis longicaudata,747801.204669227,18,LC,Insectivore,DASYUROMORPHIA
Sminthopsis macroura,4300281.35625656,23.56,LC,Carnivore,DASYUROMORPHIA
Sminthopsis murina,1210760.95842916,17,LC,Carnivore,DASYUROMORPHIA
Sminthopsis ooldea,1133609.41406952,12.19,LC,Carnivore,DASYUROMORPHIA
Sminthopsis psammophila,7619.6092651609,33.5,VU,Carnivore,DASYUROMORPHIA
Sminthopsis virginiae,362600.721583618,35.24,LC,Carnivore,DASYUROMORPHIA
Sminthopsis youngsoni,1373342.54262323,11.14,LC,Carnivore,DASYUROMORPHIA
Smutsia gigantea,3228512.11804066,32999.7005,VU,Insectivore,PHOLIDOTA
Smutsia temminckii,7024457.30276383,10000,VU,Insectivore,PHOLIDOTA
Solenodon paradoxus,28238.2044665107,899.99,EN,Insectivore,EULIPOTYPHLA
Solisorex pearsoni,481.978808686537,8.157340556,EN,Insectivore,EULIPOTYPHLA
Solomys ponceleti,11785.1384141657,1000,CR,Herbivore,RODENTIA
Solomys salamonis,44.4625799247568,647.67,DD,Herbivore,RODENTIA
Solomys salebrosus,11785.1384141657,397,EN,Herbivore,RODENTIA
Solomys sapientis,3824.60138242788,546.01,EN,Herbivore,RODENTIA
Sommeromys macrorhinos,1348.47109469971,141.0605074,DD,Insectivore,RODENTIA
Sooretamys angouya,1389336.81752613,120.17,LC,Omnivore,RODENTIA
Sorex alaskanus,492.328796937552,14,DD,Insectivore,EULIPOTYPHLA
Sorex alpinus,490543.310097376,8.04,NT,Insectivore,EULIPOTYPHLA
Sorex antinorii,289904.645071694,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex araneus,13236507.5924371,9.18,LC,Omnivore,EULIPOTYPHLA
Sorex arcticus,4533841.87173039,8.19,LC,Insectivore,EULIPOTYPHLA
Sorex arizonae,62195.0431040245,2.7,LC,Insectivore,EULIPOTYPHLA
Sorex asper,379195.761348554,7.945,LC,Insectivore,EULIPOTYPHLA
Sorex bairdi,35570.1232253418,8.33,LC,Insectivore,EULIPOTYPHLA
Sorex bedfordiae,585015.010251358,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex bendirii,207238.101183594,15.76,LC,Insectivore,EULIPOTYPHLA
Sorex buchariensis,47183.820667734,8.157340556,LC,Insectivore,EULIPOTYPHLA
Sorex caecutiens,17639608.8804034,6.3,LC,Insectivore,EULIPOTYPHLA
Sorex camtschatica,447577.75369855,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex cansulus,8846.13083936857,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex cinereus,11571923.4281629,4.2,LC,Insectivore,EULIPOTYPHLA
Sorex coronatus,884132.191656597,9.32,LC,Insectivore,EULIPOTYPHLA
Sorex cylindricauda,327292.253091258,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex daphaenodon,8192141.48055517,8.1,LC,Insectivore,EULIPOTYPHLA
Sorex dispar,334231.15107611,4.99,LC,Insectivore,EULIPOTYPHLA
Sorex emarginatus,30452.1505397545,7,LC,Insectivore,EULIPOTYPHLA
Sorex excelsus,200703.772502532,7.5,LC,Insectivore,EULIPOTYPHLA
Sorex fumeus,1508616.0080018,7.83,LC,Insectivore,EULIPOTYPHLA
Sorex gracillimus,1136758.48598131,4.4,LC,Insectivore,EULIPOTYPHLA
Sorex granarius,69946.8484881047,6.39,LC,Insectivore,EULIPOTYPHLA
Sorex haydeni,1160249.70151392,3.5,LC,Insectivore,EULIPOTYPHLA
Sorex hosonoi,10546.7701281637,3.25,LC,Insectivore,EULIPOTYPHLA
Sorex hoyi,6985242.53143868,3.37,LC,Insectivore,EULIPOTYPHLA
Sorex isodon,12216308.2465433,12.23,LC,Insectivore,EULIPOTYPHLA
Sorex ixtlanensis,19630.437737352,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex jacksoni,4929.27448959464,6.01,LC,Insectivore,EULIPOTYPHLA
Sorex kozlovi,67.0212811914376,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex leucogaster,2065.8330157927,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex longirostris,1643808.71853339,3.29,LC,Omnivore,EULIPOTYPHLA
Sorex lyelli,3090.75620370525,4.99,LC,Insectivore,EULIPOTYPHLA
Sorex macrodon,12781.6790224875,8.61,VU,Insectivore,EULIPOTYPHLA
Sorex maritimensis,61267.6761253481,7.2,LC,Insectivore,EULIPOTYPHLA
Sorex mediopua,56066.9248239208,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex merriami,1800350.21759724,5.99,LC,Insectivore,EULIPOTYPHLA
Sorex milleri,11692.5879383286,4.07,VU,Insectivore,EULIPOTYPHLA
Sorex minutissimus,17482672.6569034,2.46,LC,Insectivore,EULIPOTYPHLA
Sorex minutus,14288913.3843108,4.32,LC,Insectivore,EULIPOTYPHLA
Sorex mirabilis,457958.388049164,15,DD,Carnivore,EULIPOTYPHLA
Sorex monticolus,4521918.95188241,6.92,LC,Insectivore,EULIPOTYPHLA
Sorex nanus,997639.341494605,2.57,LC,Omnivore,EULIPOTYPHLA
Sorex neomexicanus,13600.2554384555,7,DD,Insectivore,EULIPOTYPHLA
Sorex oreopolus,14769.7907522176,7,LC,Insectivore,EULIPOTYPHLA
Sorex orizabae,56542.8461530884,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex ornatus,194177.976481833,5.31,LC,Insectivore,EULIPOTYPHLA
Sorex pacificus,58283.9303493733,10.56,LC,Omnivore,EULIPOTYPHLA
Sorex palustris,6242380.90028244,13.07,LC,Insectivore,EULIPOTYPHLA
Sorex planiceps,27733.2940911593,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex portenkoi,121493.777488234,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex preblei,670326.555557995,3.14,LC,Insectivore,EULIPOTYPHLA
Sorex pribilofensis,116.822330613369,7.325418324,EN,Insectivore,EULIPOTYPHLA
Sorex raddei,245664.417905877,10,LC,Insectivore,EULIPOTYPHLA
Sorex roboratus,9303837.83702205,12.99,LC,Insectivore,EULIPOTYPHLA
Sorex rohweri,24366.3723529428,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex samniticus,157801.895698282,8.24,LC,Insectivore,EULIPOTYPHLA
Sorex satunini,412610.262274749,8.157340556,LC,Insectivore,EULIPOTYPHLA
Sorex saussurei,87917.9922431475,4.65,LC,Insectivore,EULIPOTYPHLA
Sorex sclateri,84.2030362665381,7,CR,Insectivore,EULIPOTYPHLA
Sorex shinto,27674.3776362754,6,LC,Insectivore,EULIPOTYPHLA
Sorex sinalis,107370.159138033,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex sonomae,143305.118340946,8.3,LC,Insectivore,EULIPOTYPHLA
Sorex stizodon,20.6795098059128,7,CR,Insectivore,EULIPOTYPHLA
Sorex tenellus,65722.2589649219,3.8,LC,Insectivore,EULIPOTYPHLA
Sorex thibetanus,261560.989670111,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex trowbridgii,377575.969408706,5.02,LC,Omnivore,EULIPOTYPHLA
Sorex tundrensis,15993121.8558787,7.65,LC,Insectivore,EULIPOTYPHLA
Sorex ugyunak,1412342.53610549,3.6,LC,Insectivore,EULIPOTYPHLA
Sorex unguiculatus,1194028.93312339,14.11,LC,Insectivore,EULIPOTYPHLA
Sorex vagrans,992058.430253538,5.99,LC,Insectivore,EULIPOTYPHLA
Sorex ventralis,63024.2792322419,7,LC,Insectivore,EULIPOTYPHLA
Sorex veraecrucis,417038.618113659,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex veraepacis,90682.5913395093,7.5,LC,Insectivore,EULIPOTYPHLA
Sorex volnuchini,434037.433090737,17,LC,Insectivore,EULIPOTYPHLA
Sorex yukonicus,32137.464431945,7.325418324,LC,Insectivore,EULIPOTYPHLA
Soriculus nigrescens,136320.849406148,14.58,LC,Omnivore,EULIPOTYPHLA
Spalacopus cyanus,76144.1818207548,100.86,LC,Herbivore,RODENTIA
Spalax arenarius,2177.12672919342,147.745,EN,Herbivore,RODENTIA
Spalax giganteus,25404.1760308064,211.245,LC,Herbivore,RODENTIA
Spalax graecus,46177.9872634273,75.2,NT,Herbivore,RODENTIA
Spalax microphthalmus,718826.531176514,470,LC,Herbivore,RODENTIA
Spalax uralensis,138565.431651853,157.625,NT,Herbivore,RODENTIA
Spalax zemni,170218.230077393,121.1,VU,Herbivore,RODENTIA
Speothos venaticus,11389114.4507876,6324.54,NT,Carnivore,CARNIVORA
Spermophilopsis leptodactylus,1268483.86820269,600,LC,Omnivore,RODENTIA
Spermophilus alashanicus,487834.925321897,246.4344257,LC,Herbivore,RODENTIA
Spermophilus brevicauda,564431.589216482,246.4344257,LC,Herbivore,RODENTIA
Spermophilus citellus,449611.051886107,395.97,VU,Omnivore,RODENTIA
Spermophilus dauricus,1379395.87828419,161.3,LC,Herbivore,RODENTIA
Spermophilus erythrogenys,1727062.32921466,355,LC,Herbivore,RODENTIA
Spermophilus fulvus,1851642.11977375,778.38,LC,Herbivore,RODENTIA
Spermophilus major,629933.29741151,246.4344257,LC,Herbivore,RODENTIA
Spermophilus musicus,1036.68532661994,246.4344257,NT,Omnivore,RODENTIA
Spermophilus pallidicauda,699451.663305199,246.4344257,LC,Omnivore,RODENTIA
Spermophilus pygmaeus,1810870.84613924,173.46,LC,Omnivore,RODENTIA
Spermophilus ralli,39704.8584771275,246.4344257,LC,Omnivore,RODENTIA
Spermophilus relictus,188222.907554598,599.99,LC,Herbivore,RODENTIA
Spermophilus suslicus,804158.502812306,252,NT,Omnivore,RODENTIA
Spermophilus taurensis,17713.1029157046,323.2732574,LC,Omnivore,RODENTIA
Spermophilus xanthoprymnus,442556.203481512,289.667,NT,Omnivore,RODENTIA
Sphaerias blanfordi,471401.666848393,28.88,LC,Herbivore,CHIROPTERA
Sphaeronycteris toxophyllum,4392958.36381672,16.06,DD,Herbivore,CHIROPTERA
Spilocuscus kraemeri,1897.94860940219,5753.64,NT,Herbivore,DIPROTODONTIA
Spilocuscus maculatus,851334.171765782,4060.46,LC,Herbivore,DIPROTODONTIA
Spilocuscus papuensis,3142.73356921243,5271.363333,VU,Herbivore,DIPROTODONTIA
Spilocuscus rufoniger,178086.303080311,5999.99,CR,Herbivore,DIPROTODONTIA
Spilocuscus wilsoni,2524.15873608266,5271.363333,CR,Herbivore,DIPROTODONTIA
Spilogale angustifrons,777447.141136965,340.997,LC,Omnivore,CARNIVORA
Spilogale gracilis,3825446.67810265,466.5,LC,Omnivore,CARNIVORA
Spilogale putorius,2979584.84765158,566.49,VU,Carnivore,CARNIVORA
Spilogale pygmaea,95518.3394508278,365,VU,Omnivore,CARNIVORA
Srilankamys ohiensis,1714.71553393769,125,VU,Omnivore,RODENTIA
Steatomys bocagei,573977.874780822,4.010694547,LC,Omnivore,RODENTIA
Steatomys caurinus,1058295.71334575,44.75,LC,Omnivore,RODENTIA
Steatomys cuppedius,1075014.26220034,4.010694547,LC,Omnivore,RODENTIA
Steatomys jacksoni,620.212320757205,21.2873413,DD,Omnivore,RODENTIA
Steatomys krebsii,979358.325627238,20.67,LC,Omnivore,RODENTIA
Steatomys opimus,721011.8496818,40,LC,Omnivore,RODENTIA
Steatomys parvus,1128038.1166017,4.99,LC,Omnivore,RODENTIA
Steatomys pratensis,3477980.22882816,30.58,LC,Omnivore,RODENTIA
Stenocephalemys albipes,360891.821786934,48,LC,Omnivore,RODENTIA
Stenocephalemys albocaudata,12140.108932443,144,LC,Omnivore,RODENTIA
Stenocephalemys griseicauda,38987.6342505654,85.75,LC,Omnivore,RODENTIA
Stenocephalemys ruppi,4073.13851216583,48.99,DD,Omnivore,RODENTIA
Stenoderma rufum,9281.02809303142,21.1,NT,Herbivore,CHIROPTERA
Stochomys longicaudatus,1866744.3507053,70.95,LC,Omnivore,RODENTIA
Strigocuscus celebensis,172973.193188239,1000,VU,Herbivore,DIPROTODONTIA
Strigocuscus pelengensis,6411.26505815227,1000,LC,Herbivore,DIPROTODONTIA
Sturnira aratathomasi,72657.4544747297,49.67,LC,Herbivore,CHIROPTERA
Sturnira bidens,705384.621307808,18.05,LC,Herbivore,CHIROPTERA
Sturnira bogotensis,501247.489974919,19.94,LC,Herbivore,CHIROPTERA
Sturnira erythromos,2534366.15568068,15.53,LC,Herbivore,CHIROPTERA
Sturnira lilium,4859513.87162605,20.19,LC,Herbivore,CHIROPTERA
Sturnira ludovici,1216315.86236949,21,LC,Herbivore,CHIROPTERA
Sturnira luisi,451235.935922388,22.50555556,LC,Herbivore,CHIROPTERA
Sturnira magna,1567758.18887952,22.50555556,LC,Herbivore,CHIROPTERA
Sturnira mistratensis,2274.11445443087,22.50555556,DD,Herbivore,CHIROPTERA
Sturnira mordax,26175.815254406,11.79,NT,Herbivore,CHIROPTERA
Sturnira nana,2319.43940255768,22.50555556,EN,Herbivore,CHIROPTERA
Sturnira oporaphilum,1015753.83954051,21.99,LC,Herbivore,CHIROPTERA
Sturnira sorianoi,25210.9152032426,22.50555556,DD,Herbivore,CHIROPTERA
Sturnira tildae,10661362.0967429,24.39,LC,Herbivore,CHIROPTERA
Styloctenium mindorensis,10.8906157747853,172.42,DD,Herbivore,CHIROPTERA
Styloctenium wallacei,170647.356222377,172.42,NT,Herbivore,CHIROPTERA
Stylodipus andrewsi,940764.374416427,55,LC,Herbivore,RODENTIA
Stylodipus sungorus,22462.690317405,55,LC,Herbivore,RODENTIA
Stylodipus telum,1340954.30939399,59.99,LC,Omnivore,RODENTIA
Suncus aequatorius,491.260492206266,6.5,EN,Insectivore,EULIPOTYPHLA
Suncus ater,571.791757042227,10.20875,DD,Insectivore,EULIPOTYPHLA
Suncus dayi,202.386241249749,9.43,EN,Insectivore,EULIPOTYPHLA
Suncus etruscus,3765865.48805775,2.26,LC,Insectivore,EULIPOTYPHLA
Suncus fellowesgordoni,212.842445409492,1.95,EN,Insectivore,EULIPOTYPHLA
Suncus hosei,12477.7078184395,10.20875,DD,Insectivore,EULIPOTYPHLA
Suncus infinitesimus,131972.950361239,4.4,LC,Insectivore,EULIPOTYPHLA
Suncus lixus,1437689.02052505,8,LC,Insectivore,EULIPOTYPHLA
Suncus madagascariensis,417822.78084006,2.47,LC,Insectivore,EULIPOTYPHLA
Suncus malayanus,171596.115831312,4.99,LC,Insectivore,EULIPOTYPHLA
Suncus megalura,4240285.39588025,5.38,LC,Insectivore,EULIPOTYPHLA
Suncus mertensi,28.3258065361358,7.95,EN,Insectivore,EULIPOTYPHLA
Suncus montanus,5369.61456309352,18,VU,Insectivore,EULIPOTYPHLA
Suncus murinus,8440694.90502024,43.76,LC,Insectivore,EULIPOTYPHLA
Suncus remyi,150166.811093499,4.03,LC,Insectivore,EULIPOTYPHLA
Suncus stoliczkanus,1280661.07534893,9.43,LC,Insectivore,EULIPOTYPHLA
Suncus varilla,2013476.89692678,4.99,LC,Insectivore,EULIPOTYPHLA
Suncus zeylanicus,177.02321805323,29.8,EN,Insectivore,EULIPOTYPHLA
Sundamys infraluteus,102571.930846652,418.5,LC,Omnivore,RODENTIA
Sundamys maxi,5127.64098019242,361,EN,Omnivore,RODENTIA
Sundamys muelleri,1408490.36827367,356.48,LC,Omnivore,RODENTIA
Sundasciurus brookei,259522.752088186,114.05,LC,Omnivore,RODENTIA
Sundasciurus davensis,193.686602612923,195.9789325,DD,Omnivore,RODENTIA
Sundasciurus fraterculus,6004.261157192,90,VU,Omnivore,RODENTIA
Sundasciurus hippurus,1314932.17677298,357.79,NT,Omnivore,RODENTIA
Sundasciurus hoogstraali,943.551713006345,233.0261224,LC,Omnivore,RODENTIA
Sundasciurus jentinki,50301.9799311842,76,LC,Omnivore,RODENTIA
Sundasciurus juvencus,7783.60681222625,259,LC,Omnivore,RODENTIA
Sundasciurus lowii,1335061.87880298,84.99,LC,Omnivore,RODENTIA
Sundasciurus mindanensis,94133.3749238975,285,LC,Omnivore,RODENTIA
Sundasciurus moellendorffi,527.188125406099,252,NT,Omnivore,RODENTIA
Sundasciurus philippinensis,120457.565768531,244,LC,Omnivore,RODENTIA
Sundasciurus rabori,850.352220624306,195.9789325,DD,Omnivore,RODENTIA
Sundasciurus samarensis,19561.7129407161,225,LC,Omnivore,RODENTIA
Sundasciurus steerii,3901.16771564848,252,LC,Omnivore,RODENTIA
Sundasciurus tenuis,1210112.92691658,74.87,LC,Omnivore,RODENTIA
Surdisorex norae,3057.85308289307,23.57,LC,Insectivore,EULIPOTYPHLA
Surdisorex polulus,962.088757349054,8.99,DD,Insectivore,EULIPOTYPHLA
Suricata suricatta,1758699.39702268,729.99,LC,Omnivore,CARNIVORA
Sus ahoenobarbus,10580.5176327441,135000,NT,Omnivore,CETARTIODACTYLA
Sus barbatus,420621.90602552,135806,VU,Omnivore,CETARTIODACTYLA
Sus bucculentus,368.39283941723,125725.94,EX,Omnivore,CETARTIODACTYLA
Sus cebifrons,2304.76131885214,190792.3,CR,Omnivore,CETARTIODACTYLA
Sus celebensis,180587.376951279,53813.21,NT,Omnivore,CETARTIODACTYLA
Sus oliveri,2450.55474796986,125725.94,VU,Omnivore,CETARTIODACTYLA
Sus philippensis,63309.7812109989,190792.3,VU,Omnivore,CETARTIODACTYLA
Sus scrofa,27926226.5139789,84471.54,LC,Omnivore,CETARTIODACTYLA
Sus verrucosus,4537.91100508312,89406.23,EN,Herbivore,CETARTIODACTYLA
Syconycteris australis,1053996.41821396,17.6,LC,Herbivore,CHIROPTERA
Syconycteris carolinae,19996.953993816,39.67,VU,Herbivore,CHIROPTERA
Syconycteris hobbit,4176.04415444239,20.06,LC,Herbivore,CHIROPTERA
Sylvicapra grimmia,13576011.1674445,15639.15,LC,Herbivore,CETARTIODACTYLA
Sylvilagus aquaticus,882432.663031405,2133.34,LC,Herbivore,LAGOMORPHA
Sylvilagus audubonii,3652232.5752596,880.88,LC,Herbivore,LAGOMORPHA
Sylvilagus bachmani,416350.097776335,714.53,LC,Herbivore,LAGOMORPHA
Sylvilagus brasiliensis,10175838.0912792,986.74,LC,Herbivore,LAGOMORPHA
Sylvilagus cognatus,4086.08121861104,1339.099286,EN,Herbivore,LAGOMORPHA
Sylvilagus cunicularius,325748.824162796,2489.54,LC,Herbivore,LAGOMORPHA
Sylvilagus dicei,5963.59358515319,1339.099286,VU,Herbivore,LAGOMORPHA
Sylvilagus floridanus,7135945.45276259,1207.19,LC,Herbivore,LAGOMORPHA
Sylvilagus graysoni,415.25226206594,964.01,EN,Herbivore,LAGOMORPHA
Sylvilagus insonus,1172.9425447779,2999.98,EN,Herbivore,LAGOMORPHA
Sylvilagus mansuetus,20.3589783331603,950.9,CR,Herbivore,LAGOMORPHA
Sylvilagus nuttallii,2067003.6328016,801.54,LC,Herbivore,LAGOMORPHA
Sylvilagus obscurus,94346.0122189909,900,NT,Herbivore,LAGOMORPHA
Sylvilagus palustris,359126.906646658,1355.23,LC,Herbivore,LAGOMORPHA
Sylvilagus robustus,38043.2430241568,1550,EN,Herbivore,LAGOMORPHA
Sylvilagus transitionalis,21134.0835318101,813.51,VU,Herbivore,LAGOMORPHA
Sylvilagus varynaensis,15256.0744409019,1339.099286,DD,Herbivore,LAGOMORPHA
Sylvisorex camerunensis,6332.7916210002,5.5,VU,Omnivore,EULIPOTYPHLA
Sylvisorex granti,29983.028544547,4,LC,Omnivore,EULIPOTYPHLA
Sylvisorex howelli,6764.48898343266,4.317,LC,Omnivore,EULIPOTYPHLA
Sylvisorex isabellae,677.190373415349,8.157340556,EN,Omnivore,EULIPOTYPHLA
Sylvisorex johnstoni,970551.37076413,3.19,LC,Omnivore,EULIPOTYPHLA
Sylvisorex konganensis,10455.8469682919,5.15,DD,Omnivore,EULIPOTYPHLA
Sylvisorex lunaris,19484.8210692599,18.78,VU,Omnivore,EULIPOTYPHLA
Sylvisorex morio,444.44377949072,13.78067769,EN,Omnivore,EULIPOTYPHLA
Sylvisorex ollula,1407399.49257291,16.59,LC,Omnivore,EULIPOTYPHLA
Sylvisorex oriundus,49071.9029221447,8.295501825,DD,Omnivore,EULIPOTYPHLA
Sylvisorex pluvialis,530.52114369469,8.295501825,DD,Omnivore,EULIPOTYPHLA
Sylvisorex vulcanorum,23770.2560543583,3.49,NT,Omnivore,EULIPOTYPHLA
Symphalangus syndactylus,340358.932955321,10839,EN,Omnivore,PRIMATES
Synaptomys borealis,6774122.52123242,21.3,LC,Herbivore,RODENTIA
Synaptomys cooperi,3223190.98313368,28.01,LC,Herbivore,RODENTIA
Syncerus caffer,8442678.02487984,592666,LC,Herbivore,CETARTIODACTYLA
Syntheosciurus brochus,7878.60366102348,132.84,NT,Herbivore,RODENTIA
Tachyglossus aculeatus,7766679.88614026,4499.97,LC,Insectivore,MONOTREMATA
Tachyoryctes macrocephalus,3896.10032600059,621.88,EN,Herbivore,RODENTIA
Tachyoryctes splendens,680061.63954209,227.13,LC,Herbivore,RODENTIA
Tadarida aegyptiaca,4174986.55089253,17.63,LC,Insectivore,CHIROPTERA
Tadarida brasiliensis,13833395.3170033,12.61,LC,Insectivore,CHIROPTERA
Tadarida fulminans,295428.056140087,33.89,LC,Insectivore,CHIROPTERA
Tadarida insignis,306965.826608738,25.9,DD,Insectivore,CHIROPTERA
Tadarida latouchei,185998.862751369,25.9,DD,Insectivore,CHIROPTERA
Tadarida lobata,186860.183928847,25.9,LC,Insectivore,CHIROPTERA
Tadarida teniotis,3844180.52832108,28.07,LC,Insectivore,CHIROPTERA
Tadarida ventralis,2414175.70199225,25.9,DD,Insectivore,CHIROPTERA
Taeromys arcuatus,5570.53350081169,323,LC,NotAssigned,RODENTIA
Taeromys callitrichus,25780.9554264635,323,DD,Omnivore,RODENTIA
Taeromys celebensis,86669.8657627195,323,LC,NotAssigned,RODENTIA
Taeromys hamatus,13818.2669622205,323,DD,Herbivore,RODENTIA
Taeromys microbullatus,395.545103044825,323,DD,NotAssigned,RODENTIA
Taeromys punicans,1646.21413299391,323,DD,NotAssigned,RODENTIA
Taeromys taerae,4355.20729432425,323,VU,NotAssigned,RODENTIA
Talpa altaica,3199817.53853947,85,LC,Insectivore,EULIPOTYPHLA
Talpa caeca,243454.235776828,71.08,LC,Carnivore,EULIPOTYPHLA
Talpa caucasica,113299.534995531,90,LC,Carnivore,EULIPOTYPHLA
Talpa davidiana,89503.8646987855,79.5875,DD,Insectivore,EULIPOTYPHLA
Talpa europaea,6445070.85874572,87.53,LC,Insectivore,EULIPOTYPHLA
Talpa levantis,584619.187935515,90,LC,Carnivore,EULIPOTYPHLA
Talpa occidentalis,476374.125591049,49.47,LC,Insectivore,EULIPOTYPHLA
Talpa romana,98028.9123573587,92.5,LC,Insectivore,EULIPOTYPHLA
Talpa stankovici,51887.2463835616,71.12,LC,Carnivore,EULIPOTYPHLA
Tamandua mexicana,1495856.03727839,4178.51,LC,Insectivore,PILOSA
Tamandua tetradactyla,12732832.0234396,4800,LC,Insectivore,PILOSA
Tamias striatus,4197616.68703353,111.9,LC,Omnivore,RODENTIA
Tamiasciurus douglasii,510560.416447183,225,LC,Herbivore,RODENTIA
Tamiasciurus hudsonicus,10363663.4969344,200.24,LC,Herbivore,RODENTIA
Tamiasciurus mearnsi,689.34665190305,200,EN,Omnivore,RODENTIA
Tamiops macclellandii,1464964.65104688,45.84,LC,Omnivore,RODENTIA
Tamiops maritimus,1718618.38890699,66.77,LC,Omnivore,RODENTIA
Tamiops rodolphii,590763.677536829,56,LC,Omnivore,RODENTIA
Tamiops swinhoei,869529.817050144,60,LC,Omnivore,RODENTIA
Tapecomys primus,2330.95168840557,60.64641072,LC,Omnivore,RODENTIA
Taphozous achates,9590.30832088948,28.115,DD,Insectivore,CHIROPTERA
Taphozous australis,38340.920379209,28.115,NT,Insectivore,CHIROPTERA
Taphozous georgianus,1198733.41391988,30.52,LC,Insectivore,CHIROPTERA
Taphozous hamiltoni,56082.1857840431,28.115,DD,Insectivore,CHIROPTERA
Taphozous hildegardeae,44747.8980901292,29.37,VU,Insectivore,CHIROPTERA
Taphozous hilli,1411617.2365813,21.99,LC,Insectivore,CHIROPTERA
Taphozous kapalgensis,97557.9334348204,26.45,LC,Insectivore,CHIROPTERA
Taphozous longimanus,4791770.01553846,25.11,LC,Insectivore,CHIROPTERA
Taphozous mauritianus,8852712.75266445,27.97,LC,Insectivore,CHIROPTERA
